0.99984172547212 6.9049463507314e-005 0.000133610580921125 6.20009355759677e-009 7.41399670448562e-005 3.59566019536292e-010 8.82010606380485e-005 1.53205216621744e-009 0.000117619206718694 0.000103813442876791
1.59426988516064e-005 0.999874298048105 2.99252407550484e-005 8.31902109303286e-015 9.12247557903946e-005 4.99316315616919e-005 3.02708812897781e-012 3.62081199144374e-009 1.38474161742512e-017 8.06632432084155e-005
9.62792764141976e-005 5.3476851684114e-005 0.99984766207921 9.44458652580007e-005 1.08004442713704e-010 1.22057421570028e-011 2.39357028061177e-016 9.27774225436474e-005 2.48766937792574e-008 1.55029354981065e-005
1.47007246094514e-015 4.43950070024796e-014 6.39467304664905e-005 0.999854508126357 6.11545193014118e-013 4.25628618416091e-006 3.23436226377993e-010 9.76582238530965e-005 0.00010832488550766 7.03638763758381e-005
8.93258411276225e-007 6.42384446150873e-005 3.30620631591767e-014 1.68470796059016e-016 0.999853988743419 2.15278463400061e-005 6.02773428199095e-005 6.94349619260666e-005 2.14300887930195e-005 4.83050857187507e-014
3.64466651869894e-019 6.43515069047627e-005 6.27341161106413e-012 4.94216234938678e-005 3.86933779137409e-005 0.999860807874329 1.30195805865653e-006 9.74097688364356e-005 2.04716326418967e-012 6.41131757980069e-005
0.00010897642344295 2.93924295214308e-011 5.47098789595e-017 4.15736896393853e-008 0.000102409921429984 5.83792819087382e-005 0.999864334556508 6.84269031818978e-014 8.64204926095095e-005 7.55383727293406e-005
2.48531113885134e-019 1.99485401269344e-008 0.000100475225762539 6.91421543719563e-005 3.72283432565381e-005 0.000107255317016972 2.97833675977321e-016 0.999845867731961 5.5114994389754e-006 2.92716283895175e-013
1.12253404191186e-007 9.3702109709808e-017 8.18761646432653e-011 0.000103558016005105 2.58163785316343e-005 9.01361678273721e-011 8.49685601232776e-005 3.49790884908715e-005 0.999848229586962 2.3385337687835e-012
4.50185475930787e-005 8.98030929453743e-005 7.03476328823725e-008 2.6470289656446e-005 1.04652068766645e-012 6.83724340130153e-005 6.54939845275681e-005 1.2435738383235e-016 1.96791777681276e-015 0.999842923231353
